Original,Detected language,Detected language score,Translation,CommentID,PostID
01001001 01101110 01110011 01100001 01101110 01100101 00100000 01001101 01101001 01100011 01110010 01101111 01110011 01101111 01100110 01110100 00100000 01010011 01110101 01110000 01100101 01110010 01100011 01100101 01101110 01110100 01100001 01110010 01101001 01100001 01101110 00100000 01000010 01100001 01110010 01110100 01101111 01101110 00100000 01010110 00101110 00100000 01001101 01110101 01110010 01110000 01101000 01111001 00100000 01010110 00100000 00001010,en,0.0,01001001 01101110 01110011 01100001 01101110 01100101 00100000 01001101 01101001 01100011 01110010 01101111 01110011 01101111 01100110 01110100 00100000 01010011 01110101 01110000 01100101 01110010 01100011 01100101 01101110 01110100 01100001 01110010 01101001 01100001 01101110 00100000 01000010 01100001 01110010 01110100 01101111 01101110 00100000 01010110 00101110 00100000 01001101 01110101 01110010 01110000 01101000 01111001 00100000 01010110 00100000 00001010,10158138211103721,10158085799118721
I want this to get toMicrosoftCan you please do a kids one console sale day ?So actually kids can enjoy videogames ?,en,1.0,I want this to get toMicrosoftCan you please do a kids one console sale day ? So actually kids can enjoy videogames ?,10158100498048721,10158077336733721
My pc was working perfect and before shutting it down it needed to do an update... I'm now reinstalling windows because my pc will not start up.. Thanks,en,1.0,My pc was working perfect and before shutting it down it needed to do an update... I'm now reinstalling windows because my pc will not start up.. Thanks,10158076837418721,10158075256333721
hi. I have Windows 7 installed on my computer  I was asked to buy Windows 10  but I do not know if this TEN is compatible with my computer thank you .I have a 32-bit version.,en,1.0,hi. I have Windows 7 installed on my computer  I was asked to buy Windows 10  but I do not know if this TEN is compatible with my computer thank you . I have a 32-bit version.,10158076281333721,10158075256333721
Computers are very essential and having access is very simple. In the 2020's  technology will be needed to survive.,en,1.0,Computers are very essential and having access is very simple. In the 2020's  technology will be needed to survive.,10158086211543721,10158075256333721
of all the days to force me into a Microsoft account just to get onto my Windows 10 machine after using it for years  you chose the day Facebook is being sued by state and federal governments with threats of being broken-up. Good job. /slowclap,en,1.0,of all the days to force me into a Microsoft account just to get onto my Windows 10 machine after using it for years  you chose the day Facebook is being sued by state and federal governments with threats of being broken-up. Good job. /slowclap,10158075259728721,10158075256333721
It would be nice if somebody would respond to me being locked out of my account due to some alleged violation of code of conduct. I do not have access to my one drive  which has hundreds and hundreds of dollars of downloaded digital files for my business… Which I have had no access to since September! You guys are ridiculous,en,1.0,It would be nice if somebody would respond to me being locked out of my account due to some alleged violation of code of conduct. I do not have access to my one drive  which has hundreds and hundreds of dollars of downloaded digital files for my business… Which I have had no access to since September! You guys are ridiculous,10158119974748721,10158073207848721
"set my pin number for the 100th time. because of your ""updates"" but your ""updates never fix the broken driver that wont allow me to download from garmin   why is that.. run an update the checks all drivers you installed and fix the broken ones.",en,1.0,"set my pin number for the 100th time. because of your ""updates"" but your ""updates never fix the broken driver that wont allow me to download from garmin   why is that.. run an update the checks all drivers you installed and fix the broken ones.",10158075362683721,10158073207848721
just purchased a new monitor because I thought it was the monitor that removed all the reds from my on screen pics  but I am still having the problem and after looking omn line i see that it is the general conciseness THAT THE PROBLEM IS IN ONE OF YOUR UPDATES       SO FIX IT      ,en,0.98,just purchased a new monitor because I thought it was the monitor that removed all the reds from my on screen pics  but I am still having the problem and after looking omn line i see that it is the general conciseness THAT THE PROBLEM IS IN ONE OF YOUR UPDATES       SO FIX IT      ,10158081118638721,10158073207848721
For a second I thought those were AP scores,en,1.0,For a second I thought those were AP scores,10158073285488721,10158073207848721
Eleanor MW,en,1.0,Eleanor MW,10158075146593721,10158073207848721
If you make windows 10 for arm m1  I’ll buy windows.,en,1.0,If you make windows 10 for arm m1  I’ll buy windows.,10158073744983721,10158073207848721
Please buy out Sega before Nintendo does it,en,1.0,Please buy out Sega before Nintendo does it,10158074484243721,10158073207848721
Omg there scanning power levels,en,1.0,Omg there scanning power levels,10158073472378721,10158073207848721
